customer,st,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
NY12562,Nevada,Female,College,2224.09,0,64.0,0,Corporate Auto,Four-Door Car,483.26
GE46404,Oregon,Female,College,2709.54,58828,68.0,0,Personal Auto,Four-Door Car,446.75
PP26786,Arizona,Male,College,2890.34,51906,73.0,0,Corporate Auto,Four-Door Car,374.86
BE55425,Oregon,Male,College,6403.58,28095,82.0,0,Personal Auto,Four-Door Car,393.6
SH75038,California,Female,Bachelor,5981.38,88723,74.0,0,Personal Auto,Two-Door Car,355.2
LD22387,California,Female,High School or Below,6225.02,53078,79.0,2,Corporate Auto,Four-Door Car,200.98
FF94034,California,Female,Bachelor,8496.36,88895,106.0,0,Personal Auto,Luxury,209.86
YK16362,Arizona,Female,Bachelor,10213.99,60078,127.0,0,Corporate Auto,SUV,140.82
DN10177,California,Male,College,4547.16,0,67.0,0,Personal Auto,Two-Door Car,321.6
IV35546,Nevada,Female,Master,5741.7,45820,71.0,0,Corporate Auto,Four-Door Car,249.74
SK12432,Arizona,Male,Bachelor,2388.35,0,73.0,0,Personal Auto,Four-Door Car,677.97
DF71709,California,Male,College,12624.96,12439,115.0,0,Corporate Auto,Two-Door Car,552.0
UT61518,California,Male,Bachelor,8382.48,25998,71.0,0,Personal Auto,Four-Door Car,791.88
PU75847,Arizona,Male,College,4964.67,98451,62.0,0,Personal Auto,Four-Door Car,316.55
XA47378,California,Female,Bachelor,2871.44,23803,72.0,0,Corporate Auto,Two-Door Car,410.55
NE22677,California,Male,College,13080.79,0,124.0,0,Special Auto,SUV,595.2
HV62406,Oregon,Female,High School or Below,2482.41,26100,67.0,0,Personal Auto,Four-Door Car,482.4
VS20668,Nevada,Female,Bachelor,2726.83,0,73.0,0,Personal Auto,Four-Door Car,376.92
YZ79232,Oregon,Male,Master,4776.19,0,67.0,0,Personal Auto,Four-Door Car,315.22
ND87457,Nevada,Male,Bachelor,6091.9,65252,78.0,0,Personal Auto,Four-Door Car,482.49
TY59231,California,Female,Bachelor,5015.01,48567,130.0,0,Personal Auto,SUV,624.0
DA54619,Oregon,Female,High School or Below,9035.67,34337,113.0,0,Personal Auto,Four-Door Car,542.4
OL27257,Nevada,Female,College,4381.88,20394,115.0,0,Personal Auto,Two-Door Car,508.61
TH86528,Washington,Female,High School or Below,5775.52,0,76.0,0,Personal Auto,Two-Door Car,784.61
DS34823,Arizona,Female,High School or Below,4250.28,0,61.0,1,Personal Auto,Four-Door Car,292.8
HB24005,California,Male,College,2347.05,31617,62.0,1,Personal Auto,Four-Door Car,244.27
ZV96574,California,Female,High School or Below,6940.07,0,62.0,1,Corporate Auto,Four-Door Car,297.6
JC80093,Washington,Male,Master,2572.51,21104,66.0,0,Personal Auto,Four-Door Car,118.45
KN24990,Arizona,Male,College,41491.74,37748,181.0,2,Personal Auto,Luxury,868.8
RR39751,California,Female,Bachelor,3571.35,0,96.0,0,Personal Auto,Four-Door Car,438.66
BN80677,Oregon,Male,Bachelor,12734.21,25023,82.0,0,Corporate Auto,Two-Door Car,397.14
WL74893,Oregon,Female,College,4529.11,0,62.0,0,Special Auto,Four-Door Car,271.16
ZN59196,Oregon,Female,Bachelor,4177.88,14108,109.0,0,Personal Auto,Four-Door Car,523.2
PF77449,Washington,Female,High School or Below,9824.75,23923,82.0,1,Personal Auto,Four-Door Car,393.6
HO38996,Oregon,Male,High School or Below,2430.8,0,67.0,0,Special Auto,Four-Door Car,321.6
YU86361,Washington,Female,Master,19160.99,22705,239.0,0,Personal Auto,Luxury,1294.7
PJ13204,California,Female,High School or Below,3301.52,0,89.0,0,Corporate Auto,Two-Door Car,427.2
SP63623,Oregon,Male,College,4692.1,0,69.0,0,Personal Auto,Four-Door Car,506.92
DP33625,Arizona,Male,College,8092.88,50825,102.0,0,Personal Auto,SUV,369.61
BJ18904,Arizona,Male,College,3964.53,14616,106.0,0,Personal Auto,SUV,575.26
TR26615,Oregon,Male,High School or Below,2497.53,0,69.0,0,Corporate Auto,Two-Door Car,272.38
ZD44648,Arizona,Male,College,9656.21,29504,125.0,0,Personal Auto,SUV,1224.56
QW60568,California,Male,College,8888.14,58789,111.0,0,Corporate Auto,Four-Door Car,215.44
XS78545,Oregon,Female,College,7347.41,29491,61.0,0,Personal Auto,Four-Door Car,292.8
EU19773,Arizona,Female,High School or Below,8578.36,78077,107.0,2,Personal Auto,Four-Door Car,438.07
ZL45417,California,Female,High School or Below,3467.32,0,96.0,0,Personal Auto,Two-Door Car,799.25
JS58659,Nevada,Male,Bachelor,8901.47,76558,74.0,0,Special Auto,Four-Door Car,216.98
XK84089,California,Male,Bachelor,2619.34,78618,66.0,0,Personal Auto,Two-Door Car,225.58
LH91968,Oregon,Male,Bachelor,8838.09,82664,114.0,3,Corporate Auto,SUV,133.43
NX63627,Oregon,Male,Doctor,10127.77,23053,132.0,0,Personal Auto,Luxury,780.94
ND62955,Nevada,Male,Bachelor,4633.45,50250,117.0,0,Personal Auto,SUV,561.6
YQ11786,Oregon,Male,High School or Below,7796.0,32169,199.0,0,Personal Auto,Luxury,785.82
TM13955,Washington,Male,Master,2993.02,0,80.0,0,Corporate Auto,Four-Door Car,286.12
IA91291,Arizona,Female,College,7985.47,99069,66.0,0,Corporate Auto,Four-Door Car,77.44
RO89785,Oregon,Male,College,3508.57,20978,98.0,1,Personal Auto,Four-Door Car,1176.28
QW40898,Arizona,Female,College,2722.21,17576,71.0,0,Personal Auto,Four-Door Car,398.5
ZD40816,Nevada,Male,Bachelor,2783.58,42297,71.0,0,Personal Auto,Four-Door Car,200.39
PD82395,Arizona,Female,Bachelor,8650.0,0,115.0,0,Special Auto,Four-Door Car,824.6
NW23827,California,Female,College,4652.91,0,63.0,0,Personal Auto,Four-Door Car,151.23
GG61186,Nevada,Female,Doctor,8395.81,0,110.0,0,Personal Auto,Four-Door Car,161.09
TB31268,Arizona,Female,College,8804.54,48990,74.0,0,Personal Auto,Four-Door Car,355.2
SX98462,Oregon,Male,College,7155.34,16916,64.0,0,Personal Auto,Four-Door Car,377.51
OL82456,Oregon,Male,Bachelor,3954.34,18375,103.0,0,Personal Auto,Luxury,535.08
DN14211,Oregon,Male,College,15032.9,17150,65.0,0,Personal Auto,Two-Door Car,689.8
ZG12619,Washington,Female,Bachelor,8257.67,23815,73.0,0,Personal Auto,Four-Door Car,424.33
VH31071,Arizona,Female,College,9256.92,21947,118.0,0,Personal Auto,SUV,566.4
SP36555,Arizona,Male,Bachelor,6507.75,0,97.0,0,Personal Auto,Four-Door Car,863.22
ME83611,Nevada,Female,Bachelor,2530.71,89451,63.0,0,Personal Auto,Four-Door Car,61.77
PH85036,Washington,Female,Bachelor,5482.55,79325,68.0,0,Corporate Auto,Four-Door Car,251.29
PE54870,Oregon,Male,College,4050.51,88454,101.0,0,Personal Auto,SUV,308.75
DT52189,California,Female,High School or Below,6326.68,0,87.0,0,Personal Auto,Four-Door Car,417.6
XN48526,California,Female,College,2627.76,20943,69.0,0,Personal Auto,Four-Door Car,240.0
KW52227,California,Male,Bachelor,7814.6,51972,66.0,0,Personal Auto,Four-Door Car,316.8
JC98569,Oregon,Female,College,6314.58,54408,79.0,0,Personal Auto,Four-Door Car,288.33
BG48083,Nevada,Female,Bachelor,6386.28,23751,82.0,1,Personal Auto,Two-Door Car,586.92
PD19551,California,Female,Bachelor,2537.97,37612,64.0,0,Personal Auto,Four-Door Car,307.2
BJ13380,Oregon,Female,Bachelor,5335.38,91603,69.0,2,Personal Auto,Four-Door Car,472.67
HY25004,Arizona,Female,High School or Below,4549.08,0,62.0,0,Personal Auto,Two-Door Car,639.76
WF50693,Oregon,Male,High School or Below,4836.22,16450,128.0,0,Corporate Auto,SUV,871.48
MA45099,Oregon,Male,Bachelor,6478.8,50864,83.0,1,Corporate Auto,Four-Door Car,158.36
ZC69696,Arizona,Female,College,35440.14,74560,110.0,0,Personal Auto,SUV,528.0
VO43359,California,Male,High School or Below,2404.38,62488,62.0,2,Personal Auto,Four-Door Car,200.69
OM63954,California,Female,Bachelor,9264.57,55837,117.0,0,Personal Auto,Two-Door Car,741.87
GV71044,Oregon,Female,College,2433.02,0,66.0,0,Personal Auto,Two-Door Car,475.2
TM79451,California,Female,College,5367.09,97742,67.0,0,Personal Auto,Four-Door Car,67.65
PA84292,Oregon,Female,Bachelor,2452.36,0,69.0,0,Personal Auto,Four-Door Car,496.8
QX67584,Nevada,Female,High School or Below,8646.5,64125,108.0,0,Personal Auto,SUV,369.82
JK90180,Arizona,Male,College,4340.09,0,62.0,0,Personal Auto,Four-Door Car,446.4
BH35482,Washington,Male,Doctor,4930.95,70412,61.0,0,Corporate Auto,Two-Door Car,136.29
VU84949,Washington,Female,Bachelor,5292.63,0,70.0,0,Personal Auto,Two-Door Car,336.0
SF46129,California,Male,High School or Below,8986.61,66267,111.0,0,Personal Auto,Four-Door Car,1093.71
OH35544,Nevada,Female,College,5619.97,0,82.0,0,Corporate Auto,Four-Door Car,863.94
ZF82387,Oregon,Male,High School or Below,10340.46,40882,89.0,0,Corporate Auto,Two-Door Car,393.64
MD40054,Oregon,Male,High School or Below,6369.26,34498,83.0,0,Personal Auto,Two-Door Car,398.4
LE96510,Oregon,Female,High School or Below,2767.59,0,74.0,0,Personal Auto,Four-Door Car,355.2
MC11907,California,Female,High School or Below,4831.42,23228,64.0,1,Corporate Auto,Four-Door Car,307.2
DA57177,Oregon,Female,College,4282.95,40864,109.0,1,Personal Auto,SUV,166.94
SU77646,Oregon,Male,Master,5718.28,46133,73.0,0,Personal Auto,Four-Door Car,19.63
YZ19736,Arizona,Male,College,2580.85,46900,66.0,0,Personal Auto,Four-Door Car,316.8
JZ69749,Washington,Female,High School or Below,6481.38,0,92.0,0,Personal Auto,Four-Door Car,441.6
BJ22117,Washington,Male,Master,5133.41,53390,64.0,0,Personal Auto,Four-Door Car,279.0
UQ60825,California,Female,College,9369.64,99185,115.0,0,Corporate Auto,SUV,449.43
ZZ89380,Oregon,Female,Bachelor,3196.58,62815,80.0,0,Special Auto,Two-Door Car,47.06
LU87443,Oregon,Female,College,4720.61,26277,61.0,0,Personal Auto,Four-Door Car,292.8
DG33206,Washington,Female,Doctor,8861.9,41854,110.0,0,Personal Auto,Four-Door Car,481.27
AB98823,Arizona,Male,College,6032.74,0,86.0,0,Personal Auto,Two-Door Car,412.8
MS34991,Arizona,Male,High School or Below,6832.37,66627,85.0,0,Personal Auto,Four-Door Car,733.21
EE53627,Oregon,Male,High School or Below,2242.09,12131,64.0,1,Personal Auto,Four-Door Car,251.45
XY39691,Arizona,Female,High School or Below,4157.7,0,110.0,0,Personal Auto,SUV,528.0
ZU96776,California,Male,Bachelor,6189.12,0,90.0,0,Personal Auto,Two-Door Car,648.0
FF84784,California,Male,College,5643.72,33317,72.0,1,Personal Auto,Two-Door Car,345.6
QT90140,Arizona,Female,Doctor,5332.46,68931,66.0,0,Personal Auto,Four-Door Car,309.58
TO71844,Oregon,Male,College,2121.31,0,67.0,1,Personal Auto,Four-Door Car,321.6
HV69023,California,Female,High School or Below,8281.74,19189,108.0,0,Personal Auto,SUV,518.4
RE32481,California,Female,Master,7835.93,49390,195.0,0,Personal Auto,Luxury,738.05
CA79988,Oregon,Male,College,2552.91,33124,67.0,0,Personal Auto,Four-Door Car,80.12
DO48071,California,Female,College,2795.41,40516,70.0,0,Personal Auto,Two-Door Car,137.17
MW48891,Washington,Female,High School or Below,8007.4,0,112.0,0,Personal Auto,Luxury,537.6
JC37277,Oregon,Male,College,6886.32,34615,87.0,0,Personal Auto,Four-Door Car,417.6
YU80673,California,Female,College,5106.78,29894,72.0,4,Personal Auto,Four-Door Car,16.51
BV69462,Oregon,Female,Bachelor,5612.38,0,79.0,0,Corporate Auto,Two-Door Car,379.2
DW86238,Washington,Male,High School or Below,5658.91,0,84.0,0,Personal Auto,Four-Door Car,847.49
BQ51616,Oregon,Female,High School or Below,7263.6,86732,180.0,0,Personal Auto,Luxury,204.37
XX89213,Nevada,Female,Master,8712.16,68516,216.0,0,Corporate Auto,Luxury,95.69
JC96695,California,Male,Doctor,9198.69,31562,115.0,0,Personal Auto,SUV,552.0
RN55306,Oregon,Female,High School or Below,5162.37,0,74.0,0,Personal Auto,Four-Door Car,582.42
WH36609,Arizona,Female,Bachelor,6289.95,24477,79.0,0,Personal Auto,Four-Door Car,379.2
UO43395,Oregon,Male,Master,3649.71,0,100.0,0,Personal Auto,SUV,480.0
DS32060,California,Male,College,6766.56,20046,87.0,0,Personal Auto,Two-Door Car,417.6
LK51056,Arizona,Male,Bachelor,4631.01,78152,114.0,0,Corporate Auto,SUV,547.2
PX71218,Arizona,Male,Bachelor,6810.53,0,65.0,0,Personal Auto,Four-Door Car,733.52
NS19456,Oregon,Female,College,9378.63,36067,117.0,0,Personal Auto,Luxury,561.6
MR60878,Oregon,Female,Bachelor,15762.53,44362,66.0,0,Corporate Auto,Four-Door Car,142.11
MB32944,Nevada,Male,Master,2635.51,77350,66.0,0,Personal Auto,Four-Door Car,316.8
FE70473,Oregon,Female,College,5741.73,86641,71.0,0,Personal Auto,Two-Door Car,161.75
XB64251,Oregon,Male,College,8414.94,72258,105.0,0,Personal Auto,SUV,12.5
WI38796,Oregon,Male,Bachelor,9123.91,70737,114.0,0,Corporate Auto,SUV,741.66
KS12294,California,Male,Bachelor,15994.01,0,159.0,0,Personal Auto,SUV,1410.17
US89453,California,Male,College,9022.08,0,125.0,0,Personal Auto,SUV,988.54
XK39439,California,Male,College,4759.66,0,81.0,3,Personal Auto,Four-Door Car,388.8
VJ71087,Arizona,Male,Bachelor,3993.88,17672,110.0,0,Personal Auto,SUV,792.0
FM54600,Washington,Female,High School or Below,18853.74,0,173.0,0,Corporate Auto,SUV,1245.6
UV43859,Oregon,Female,High School or Below,8840.19,47297,115.0,4,Personal Auto,SUV,796.13
JP28293,California,Female,Doctor,6696.9,57240,83.0,0,Corporate Auto,Four-Door Car,83.65
UV48189,California,Male,Bachelor,8476.08,28181,109.0,0,Personal Auto,SUV,523.2
ZA34848,Arizona,Female,Bachelor,5205.75,31275,66.0,0,Personal Auto,Two-Door Car,316.8
FA57012,California,Male,College,6141.96,0,182.0,0,Special Auto,Luxury,1310.4
GU82757,California,Female,Bachelor,4376.36,63774,111.0,0,Corporate Auto,Four-Door Car,60.04
KW12214,Oregon,Male,High School or Below,12375.02,78441,103.0,0,Personal Auto,SUV,613.87
EG97649,Oregon,Female,College,3451.1,0,104.0,2,Personal Auto,SUV,499.2
YB42706,Nevada,Male,College,8107.27,0,76.0,0,Corporate Auto,Two-Door Car,364.8
WV74449,Washington,Female,College,8662.05,0,117.0,0,Personal Auto,SUV,511.42
AZ77669,Oregon,Male,High School or Below,8696.91,91423,109.0,1,Personal Auto,SUV,435.8
FM25704,Oregon,Male,Bachelor,2535.27,86933,63.0,0,Corporate Auto,Two-Door Car,269.56
UR34922,California,Male,Doctor,5633.74,65255,72.0,2,Personal Auto,Four-Door Car,321.46
RA17555,Oregon,Male,High School or Below,5176.73,41533,65.0,0,Corporate Auto,Four-Door Car,232.88
AW71157,California,Male,College,5531.72,50097,71.0,0,Personal Auto,Four-Door Car,17.48
IN91592,California,Female,Bachelor,2810.67,73858,72.0,3,Personal Auto,Four-Door Car,422.59
WX37953,Oregon,Female,College,2780.73,94943,69.0,0,Personal Auto,Four-Door Car,387.55
NL85206,California,Female,College,2572.45,72685,68.0,5,Personal Auto,Four-Door Car,14.46
PR23514,California,Male,College,7664.22,60184,199.0,1,Personal Auto,Luxury,161.62
XZ23352,California,Female,High School or Below,3839.75,0,106.0,0,Corporate Auto,SUV,763.2
MX80067,California,Male,High School or Below,2509.27,74045,64.0,0,Personal Auto,Four-Door Car,307.2
HR10835,Nevada,Male,High School or Below,14566.09,52564,122.0,0,Personal Auto,SUV,42.13
FR15942,Washington,Male,Bachelor,3220.78,19098,87.0,0,Personal Auto,Two-Door Car,417.6
GX22886,Arizona,Male,College,3199.82,78784,80.0,0,Personal Auto,Four-Door Car,239.96
HQ70429,Washington,Female,College,16045.11,0,65.0,0,Personal Auto,Two-Door Car,163.05
YT84266,Oregon,Male,College,4918.92,29256,63.0,0,Personal Auto,Four-Door Car,302.4
GH48715,Arizona,Female,High School or Below,5623.76,77912,71.0,1,Corporate Auto,Four-Door Car,23.9
BN46866,Oregon,Male,College,5677.47,45345,72.0,0,Personal Auto,Four-Door Car,99.04
CG94611,Oregon,Male,College,3016.44,25630,86.0,0,Corporate Auto,Two-Door Car,412.8
GK94889,California,Male,College,5279.12,22280,68.0,0,Personal Auto,Four-Door Car,169.41
QN62538,Nevada,Male,High School or Below,4803.94,0,69.0,0,Corporate Auto,Four-Door Car,496.8
UQ13133,Nevada,Male,Master,2608.79,61567,65.0,0,Personal Auto,Four-Door Car,39.53
DI65961,Arizona,Male,High School or Below,7832.57,34644,66.0,0,Personal Auto,Four-Door Car,316.8
WQ85760,California,Male,College,4260.34,26991,119.0,0,Corporate Auto,SUV,856.8
No35621,Arizona,Male,Bachelor,2369.37,49746,61.0,0,Personal Auto,Two-Door Car,624.43
IA11644,California,Male,High School or Below,20604.02,0,72.0,1,Special Auto,Two-Door Car,723.01
TV53243,Arizona,Female,College,2652.07,49625,66.0,0,Corporate Auto,Two-Door Car,261.55
WV53081,Arizona,Female,College,2597.86,49308,65.0,0,Corporate Auto,Four-Door Car,150.24
LL57541,California,Female,Master,7712.44,63624,95.0,0,Personal Auto,Four-Door Car,175.24
RP27249,Oregon,Female,Master,4698.88,80358,116.0,0,Personal Auto,SUV,443.64
OT85112,Washington,Male,College,3403.92,38460,88.0,1,Personal Auto,Four-Door Car,91.55
GV47847,California,Male,High School or Below,4355.7,0,64.0,0,Personal Auto,Two-Door Car,460.8
BB48165,California,Female,Bachelor,11095.97,0,101.0,0,Personal Auto,SUV,727.2
HH80006,Oregon,Female,High School or Below,3300.68,0,92.0,0,Personal Auto,Four-Door Car,711.32
TH70115,California,Male,College,6981.08,34835,89.0,2,Personal Auto,Two-Door Car,294.69
WE64781,Oregon,Female,Bachelor,16922.13,93836,139.0,0,Corporate Auto,Luxury,497.35
KN27565,Oregon,Male,Master,7639.67,34075,196.0,0,Special Auto,Luxury,451.9
LE85123,Oregon,Male,Bachelor,19237.77,35624,66.0,2,Personal Auto,Four-Door Car,227.45
QF76244,Oregon,Female,Doctor,2915.65,83218,72.0,0,Personal Auto,Four-Door Car,245.1
PU73561,Arizona,Female,Bachelor,4196.43,24641,105.0,0,Personal Auto,SUV,504.0
HM38744,Oregon,Male,Bachelor,16473.17,22828,106.0,0,Corporate Auto,SUV,508.8
ST59524,Oregon,Male,College,2657.57,0,71.0,0,Personal Auto,Four-Door Car,340.8
EZ77297,California,Male,Master,3267.71,28729,90.0,3,Personal Auto,Four-Door Car,338.74
DR84843,Arizona,Male,Bachelor,2584.53,72731,65.0,0,Personal Auto,Four-Door Car,125.7
MV54498,California,Female,College,5503.92,59932,71.0,1,Personal Auto,Four-Door Car,116.6
EM85557,Washington,Female,College,8021.07,54292,67.0,0,Personal Auto,Four-Door Car,321.6
FY73682,California,Male,Bachelor,19606.36,0,194.0,0,Personal Auto,Luxury,931.2
XT54610,California,Female,Bachelor,1904.0,0,63.0,3,Personal Auto,Four-Door Car,302.4
CE16324,Nevada,Female,College,7288.3,59414,91.0,0,Personal Auto,Two-Door Car,340.32
KX75698,Oregon,Male,High School or Below,5553.52,96587,138.0,0,Personal Auto,SUV,749.24
UV82770,California,Male,Bachelor,11702.35,0,111.0,0,Personal Auto,SUV,532.8
MX95450,Oregon,Female,College,36897.8,0,133.0,0,Personal Auto,SUV,638.4
XF96605,California,Male,College,2957.1,94362,74.0,0,Personal Auto,Two-Door Car,195.41
WQ75856,Oregon,Female,Bachelor,19643.54,84488,61.0,0,Personal Auto,Four-Door Car,208.89
JG35886,California,Female,College,4111.89,65085,103.0,0,Personal Auto,Four-Door Car,480.07
XY66810,California,Female,Bachelor,15122.99,0,72.0,0,Personal Auto,Two-Door Car,518.4
ON50913,California,Female,College,12807.09,0,69.0,0,Special Auto,Four-Door Car,450.76
LS59408,Arizona,Male,High School or Below,2500.24,0,67.0,0,Personal Auto,Four-Door Car,664.13
XQ14689,Nevada,Male,College,4260.71,0,62.0,0,Personal Auto,Four-Door Car,446.4
QF55724,California,Male,Bachelor,2609.53,60798,66.0,0,Personal Auto,Four-Door Car,316.8
FD79560,Arizona,Female,High School or Below,10796.45,30761,69.0,2,Special Auto,Two-Door Car,331.2
KM18818,Arizona,Female,College,2590.65,25981,65.0,0,Personal Auto,Two-Door Car,77.55
XA28126,California,Male,Bachelor,29199.81,67739,149.0,0,Personal Auto,SUV,270.37
LJ93770,Arizona,Female,Doctor,4194.66,25581,105.0,0,Personal Auto,SUV,429.7
MK52711,California,Female,High School or Below,10314.52,99759,65.0,3,Personal Auto,Two-Door Car,74.46
AZ68184,Washington,Male,High School or Below,9028.31,76514,112.0,0,Personal Auto,SUV,573.94
NN52789,Arizona,Male,Bachelor,3954.34,18375,103.0,0,Personal Auto,Luxury,535.08
XC68458,California,Male,Bachelor,6089.52,21832,84.0,0,Personal Auto,Four-Door Car,403.2
AF49027,Arizona,Female,College,12827.43,0,117.0,0,Personal Auto,Two-Door Car,842.4
PR22184,California,Female,College,9135.29,95330,113.0,0,Corporate Auto,Luxury,542.4
GM98732,California,Female,College,7902.68,0,106.0,0,Personal Auto,SUV,634.4
NP66209,California,Female,College,14827.91,0,68.0,2,Personal Auto,Two-Door Car,326.4
GA46608,Oregon,Male,Bachelor,2500.83,25899,63.0,0,Personal Auto,Four-Door Car,302.4
FZ79470,Arizona,Female,Bachelor,5395.35,0,74.0,0,Personal Auto,Four-Door Car,355.2
KR10942,Oregon,Female,Bachelor,2651.62,33201,66.0,0,Personal Auto,Two-Door Car,314.04
AW86033,California,Male,College,2119.89,18287,61.0,4,Personal Auto,Two-Door Car,292.8
LM79063,Arizona,Female,Doctor,7155.47,76506,89.0,0,Personal Auto,Two-Door Car,427.2
NB30963,California,Male,High School or Below,5994.23,41859,76.0,0,Personal Auto,Two-Door Car,166.13
AO40386,Oregon,Male,College,22647.22,27504,91.0,0,Personal Auto,Four-Door Car,436.8
BN74259,Arizona,Male,High School or Below,2833.8,45360,73.0,0,Corporate Auto,Four-Door Car,350.4
XV69290,California,Male,College,22332.44,49078,97.0,0,Corporate Auto,Four-Door Car,484.01
RE97741,California,Male,High School or Below,5846.42,0,90.0,2,Personal Auto,Four-Door Car,648.0
HN69035,Arizona,Female,College,2867.21,91810,71.0,0,Corporate Auto,Four-Door Car,165.52
SI48717,Oregon,Male,College,14435.66,70600,122.0,1,Personal Auto,SUV,636.98
PJ67250,Arizona,Female,College,5237.48,33554,131.0,0,Special Auto,SUV,934.66
SH85263,California,Male,Bachelor,7710.91,77642,64.0,0,Personal Auto,Two-Door Car,282.15
WV37081,California,Male,College,5158.58,25963,66.0,0,Personal Auto,Four-Door Car,298.95
No61408,California,Female,Bachelor,5414.9,57452,136.0,1,Personal Auto,SUV,652.8
DE91458,Washington,Female,Master,2903.75,0,77.0,0,Personal Auto,Four-Door Car,491.66
EP83939,Arizona,Male,High School or Below,5575.75,91416,69.0,0,Personal Auto,Four-Door Car,109.9
IU17657,California,Male,Bachelor,2616.41,22000,69.0,0,Personal Auto,Two-Door Car,383.22
EO95166,Oregon,Male,Bachelor,4617.84,41167,118.0,0,Personal Auto,Four-Door Car,554.96
KX79225,Oregon,Male,High School or Below,20123.87,0,70.0,0,Personal Auto,Four-Door Car,504.0
EZ60033,California,Female,Bachelor,3200.8,0,86.0,0,Corporate Auto,Four-Door Car,412.8
KK58047,Oregon,Male,College,8583.85,53944,71.0,0,Personal Auto,Two-Door Car,340.8
JW62354,Nevada,Female,College,4349.31,75648,108.0,0,Personal Auto,SUV,112.66
TT18939,California,Male,Bachelor,4729.59,29414,64.0,0,Personal Auto,Four-Door Car,71.3
IJ21010,Arizona,Female,Bachelor,5015.01,48567,130.0,0,Personal Auto,SUV,624.0
PZ31902,Arizona,Female,Bachelor,5797.6,69276,74.0,2,Personal Auto,Two-Door Car,201.33
WD88540,California,Male,High School or Below,3475.07,0,96.0,0,Personal Auto,Two-Door Car,460.8
IL67915,Arizona,Female,College,8542.22,50117,107.0,0,Corporate Auto,Four-Door Car,462.65
VQ76590,Arizona,Male,Bachelor,16473.17,22828,106.0,0,Personal Auto,SUV,508.8
FJ60600,Oregon,Female,High School or Below,6776.35,0,96.0,0,Personal Auto,Four-Door Car,818.73
MP53132,Oregon,Female,High School or Below,9713.16,0,136.0,0,Corporate Auto,SUV,979.2
XP96549,Oregon,Female,High School or Below,4429.19,20868,112.0,0,Personal Auto,SUV,537.6
VC34797,California,Female,Bachelor,2435.54,40921,62.0,2,Corporate Auto,Four-Door Car,10.56
QV30663,Nevada,Female,Master,9863.5,99654,121.0,0,Personal Auto,SUV,272.79
AK90865,Oregon,Female,High School or Below,8207.86,0,110.0,0,Special Auto,Luxury,686.91
BX51438,Arizona,Male,Bachelor,2781.45,56218,72.0,2,Personal Auto,Four-Door Car,302.94
DU38713,Arizona,Female,High School or Below,5807.99,70717,72.0,0,Personal Auto,Two-Door Car,37.29
WQ13284,California,Male,College,8395.27,62989,71.0,1,Personal Auto,Four-Door Car,319.13
JB36584,Arizona,Male,Master,14333.92,41459,71.0,0,Personal Auto,Four-Door Car,340.8
WQ23548,California,Female,Master,11003.54,0,102.0,1,Personal Auto,SUV,489.6
WZ98067,Oregon,Male,College,4049.81,42512,105.0,1,Personal Auto,Four-Door Car,77.48
AQ11656,Arizona,Male,Bachelor,2141.75,0,61.0,0,Personal Auto,Four-Door Car,437.04
KL14426,Nevada,Female,Doctor,5079.84,83288,124.0,0,Personal Auto,SUV,353.4
PG48617,California,Male,High School or Below,2895.52,46267,72.0,0,Personal Auto,Four-Door Car,231.97
QB24570,Oregon,Female,Master,9031.21,0,122.0,0,Corporate Auto,Luxury,650.52
NI68379,Oregon,Male,Master,6554.39,74424,81.0,0,Personal Auto,Four-Door Car,388.8
RS92763,Oregon,Female,College,7487.74,0,72.0,0,Personal Auto,Four-Door Car,693.08
PA75237,Nevada,Male,Doctor,15118.9,58883,62.0,0,Corporate Auto,Two-Door Car,432.48
LR35392,Oregon,Male,High School or Below,9007.43,41539,116.0,0,Personal Auto,Four-Door Car,556.8
KC22636,California,Female,High School or Below,5488.93,33881,68.0,0,Personal Auto,Four-Door Car,65.66
IJ98317,California,Female,Bachelor,7234.14,86448,90.0,0,Personal Auto,Four-Door Car,59.85
DY49235,Arizona,Female,College,5205.75,25237,69.0,0,Personal Auto,Four-Door Car,378.35
EG94409,Nevada,Female,High School or Below,4697.15,0,67.0,0,Special Auto,Four-Door Car,482.4
GB59748,Arizona,Female,College,6207.17,49419,77.0,0,Personal Auto,Four-Door Car,203.3
MP68135,Oregon,Male,College,6615.82,90414,83.0,1,Personal Auto,Four-Door Car,398.4
CZ56843,California,Male,College,9708.5,39930,86.0,1,Personal Auto,Four-Door Car,412.8
DJ47372,California,Male,Doctor,10831.13,23202,96.0,0,Personal Auto,Four-Door Car,460.8
XZ51937,California,Female,Master,4626.8,79487,114.0,0,Personal Auto,SUV,547.2
IZ27630,Oregon,Male,Master,6748.23,68423,85.0,0,Personal Auto,Two-Door Car,324.41
IM14119,Arizona,Female,Bachelor,2542.06,84495,63.0,0,Special Auto,Two-Door Car,302.4
PN53766,California,Male,Doctor,5450.39,43091,69.0,1,Corporate Auto,Four-Door Car,330.14
DQ93036,Arizona,Male,High School or Below,7243.87,41951,91.0,0,Personal Auto,Four-Door Car,40.54
WA70405,Nevada,Male,College,8306.55,89834,105.0,0,Personal Auto,SUV,504.0
